id,ParagraphNum,PlainText,character_id,chapter_id
631140,716,"A false conclusion: I hate it as an unfilled can.
To be up after midnight and to go to bed then, is
early: so that to go to bed after midnight is to go
to bed betimes. Does not our life consist of the
four elements?",159,18711
631141,721,"Faith, so they say; but I think it rather consists
of eating and drinking.",60,18711
631142,723,"Thou'rt a scholar; let us therefore eat and drink.
Marian, I say! a stoup of wine!",159,18711
631143,725,"[Enter Clown]",1261,18711
631144,726,"Here comes the fool, i' faith.",60,18711
631145,727,"How now, my hearts! did you never see the picture
of 'we three'?",401,18711
631146,729,"Welcome, ass. Now let's have a catch.",159,18711
631147,730,"By my troth, the fool has an excellent breast. I
had rather than forty shillings I had such a leg,
and so sweet a breath to sing, as the fool has. In
sooth, thou wast in very gracious fooling last
night, when thou spokest of Pigrogromitus, of the
Vapians passing the equinoctial of Queubus: 'twas
very good, i' faith. I sent thee sixpence for thy
leman: hadst it?",60,18711
631148,738,"I did impeticos thy gratillity; for Malvolio's nose
is no whipstock: my lady has a white hand, and the
Myrmidons are no bottle-ale houses.",401,18711
631149,741,"Excellent! why, this is the best fooling, when all
is done. Now, a song.",60,18711
631150,743,"Come on; there is sixpence for you: let's have a song.",159,18711
631151,744,"There's a testril of me too: if one knight give a--",60,18711
631152,745,"Would you have a love-song, or a song of good life?",401,18711
631153,746,"A love-song, a love-song.",159,18711
631154,747,"Ay, ay: I care not for good life.",60,18711
631155,748,"[Sings]
O mistress mine, where are you roaming?
O, stay and hear; your true love's coming,
That can sing both high and low:
Trip no further, pretty sweeting;
Journeys end in lovers meeting,
Every wise man's son doth know.",401,18711
631156,755,"Excellent good, i' faith.",60,18711
631157,756,"Good, good.",159,18711
631158,757,"[Sings]
What is love? 'tis not hereafter;
Present mirth hath present laughter;
What's to come is still unsure:
In delay there lies no plenty;
Then come kiss me, sweet and twenty,
Youth's a stuff will not endure.",401,18711
631159,764,"A mellifluous voice, as I am true knight.",60,18711
631160,765,"A contagious breath.",159,18711
631161,766,"Very sweet and contagious, i' faith.",60,18711
631162,767,"To hear by the nose, it is dulcet in contagion.
But shall we make the welkin dance indeed? shall we
rouse the night-owl in a catch that will draw three
souls out of one weaver? shall we do that?",159,18711
631163,771,"An you love me, let's do't: I am dog at a catch.",60,18711
631164,772,"By'r lady, sir, and some dogs will catch well.",401,18711
631165,773,"Most certain. Let our catch be, 'Thou knave.'",60,18711
631166,774,"'Hold thy peace, thou knave,' knight? I shall be
constrained in't to call thee knave, knight.",401,18711
631167,776,"'Tis not the first time I have constrained one to
call me knave. Begin, fool: it begins 'Hold thy peace.'",60,18711
631168,778,"I shall never begin if I hold my peace.",401,18711
631169,779,"Good, i' faith. Come, begin.",60,18711
631170,780,"[Catch sung]",1261,18711
631171,781,"[Enter MARIA]",1261,18711
631172,782,"What a caterwauling do you keep here! If my lady
have not called up her steward Malvolio and bid him
turn you out of doors, never trust me.",738,18711
631173,785,"My lady's a Cataian, we are politicians, Malvolio's
a Peg-a-Ramsey, and 'Three merry men be we.' Am not
I consanguineous? am I not of her blood?
Tillyvally. Lady!
[Sings]
'There dwelt a man in Babylon, lady, lady!'",159,18711
631174,791,"Beshrew me, the knight's in admirable fooling.",401,18711
631175,792,"Ay, he does well enough if he be disposed, and so do
I too: he does it with a better grace, but I do it
more natural.",60,18711
631176,795,"[Sings] 'O, the twelfth day of December,'--",159,18711
631177,796,"For the love o' God, peace!",738,18711
631178,797,"[Enter MALVOLIO]",1261,18711
631179,798,"My masters, are you mad? or what are you? Have ye
no wit, manners, nor honesty, but to gabble like
tinkers at this time of night? Do ye make an
alehouse of my lady's house, that ye squeak out your
coziers' catches without any mitigation or remorse
of voice? Is there no respect of place, persons, nor
time in you?",728,18711
631180,805,"We did keep time, sir, in our catches. Sneck up!",159,18711
631181,806,"Sir Toby, I must be round with you. My lady bade me
tell you, that, though she harbours you as her
kinsman, she's nothing allied to your disorders. If
you can separate yourself and your misdemeanors, you
are welcome to the house; if not, an it would please
you to take leave of her, she is very willing to bid
you farewell.",728,18711
631182,813,"'Farewell, dear heart, since I must needs be gone.'",159,18711
631183,814,"Nay, good Sir Toby.",738,18711
631184,815,"'His eyes do show his days are almost done.'",401,18711
631185,816,"Is't even so?",728,18711
631186,817,"'But I will never die.'",159,18711
631187,818,"Sir Toby, there you lie.",401,18711
631188,819,"This is much credit to you.",728,18711
631189,820,"'Shall I bid him go?'",159,18711
631190,821,"'What an if you do?'",401,18711
631191,822,"'Shall I bid him go, and spare not?'",159,18711
631192,823,"'O no, no, no, no, you dare not.'",401,18711
631193,824,"Out o' tune, sir: ye lie. Art any more than a
steward? Dost thou think, because thou art
virtuous, there shall be no more cakes and ale?",159,18711
631194,827,"Yes, by Saint Anne, and ginger shall be hot i' the
mouth too.",401,18711
631195,829,"Thou'rt i' the right. Go, sir, rub your chain with
crumbs. A stoup of wine, Maria!",159,18711
631196,831,"Mistress Mary, if you prized my lady's favour at any
thing more than contempt, you would not give means
for this uncivil rule: she shall know of it, by this hand.",728,18711
631197,834,[Exit],1261,18711
631198,835,"Go shake your ears.",738,18711
631199,836,"'Twere as good a deed as to drink when a man's
a-hungry, to challenge him the field, and then to
break promise with him and make a fool of him.",60,18711
631200,839,"Do't, knight: I'll write thee a challenge: or I'll
deliver thy indignation to him by word of mouth.",159,18711
631201,841,"Sweet Sir Toby, be patient for tonight: since the
youth of the count's was today with thy lady, she is
much out of quiet. For Monsieur Malvolio, let me
alone with him: if I do not gull him into a
nayword, and make him a common recreation, do not
think I have wit enough to lie straight in my bed:
I know I can do it.",738,18711
631202,848,"Possess us, possess us; tell us something of him.",159,18711
631203,849,"Marry, sir, sometimes he is a kind of puritan.",738,18711
631204,850,"O, if I thought that I'ld beat him like a dog!",60,18711
631205,851,"What, for being a puritan? thy exquisite reason,
dear knight?",159,18711
631206,853,"I have no exquisite reason for't, but I have reason
good enough.",60,18711
631207,855,"The devil a puritan that he is, or any thing
constantly, but a time-pleaser; an affectioned ass,
that cons state without book and utters it by great
swarths: the best persuaded of himself, so
crammed, as he thinks, with excellencies, that it is
his grounds of faith that all that look on him love
him; and on that vice in him will my revenge find
notable cause to work.",738,18711
631208,863,"What wilt thou do?",159,18711
631209,864,"I will drop in his way some obscure epistles of
love; wherein, by the colour of his beard, the shape
of his leg, the manner of his gait, the expressure
of his eye, forehead, and complexion, he shall find
himself most feelingly personated. I can write very
like my lady your niece: on a forgotten matter we
can hardly make distinction of our hands.",738,18711
631210,871,"Excellent! I smell a device.",159,18711
631211,872,"I have't in my nose too.",60,18711
631212,873,"He shall think, by the letters that thou wilt drop,
that they come from my niece, and that she's in
love with him.",159,18711
631213,876,"My purpose is, indeed, a horse of that colour.",738,18711
631214,877,"And your horse now would make him an ass.",60,18711
631215,878,"Ass, I doubt not.",738,18711
631216,879,"O, 'twill be admirable!",60,18711
631217,880,"Sport royal, I warrant you: I know my physic will
work with him. I will plant you two, and let the
fool make a third, where he shall find the letter:
observe his construction of it. For this night, to
bed, and dream on the event. Farewell.",738,18711
631218,885,[Exit],1261,18711
631219,886,"Good night, Penthesilea.",159,18711
631220,887,"Before me, she's a good wench.",60,18711
631221,888,"She's a beagle, true-bred, and one that adores me:
what o' that?",159,18711
631222,890,"I was adored once too.",60,18711
631223,891,"Let's to bed, knight. Thou hadst need send for
more money.",159,18711
631224,893,"If I cannot recover your niece, I am a foul way out.",60,18711
631225,894,"Send for money, knight: if thou hast her not i'
the end, call me cut.",159,18711
631226,896,"If I do not, never trust me, take it how you will.",60,18711
631227,897,"Come, come, I'll go burn some sack; 'tis too late
to go to bed now: come, knight; come, knight.",159,18711
631228,899,[Exeunt],1261,18711
631229,901,"[Enter DUKE ORSINO, VIOLA, CURIO, and others]",1261,18712
631230,902,"Give me some music. Now, good morrow, friends.
Now, good Cesario, but that piece of song,
That old and antique song we heard last night:
Methought it did relieve my passion much,
More than light airs and recollected terms
Of these most brisk and giddy-paced times:
Come, but one verse.",840,18712
631231,909,"He is not here, so please your lordship that should sing it.",297,18712
631232,910,"Who was it?",840,18712
631233,911,"Feste, the jester, my lord; a fool that the lady
Olivia's father took much delight in. He is about the house.",297,18712
631234,913,"Seek him out, and play the tune the while.
[Exit CURIO. Music plays]
Come hither, boy: if ever thou shalt love,
In the sweet pangs of it remember me;
For such as I am all true lovers are,
Unstaid and skittish in all motions else,
Save in the constant image of the creature
That is beloved. How dost thou like this tune?",840,18712
631235,921,"It gives a very echo to the seat
Where Love is throned.",1238,18712
631236,923,"Thou dost speak masterly:
My life upon't, young though thou art, thine eye
Hath stay'd upon some favour that it loves:
Hath it not, boy?",840,18712
631237,927,"A little, by your favour.",1238,18712
631238,928,"What kind of woman is't?",840,18712
631239,929,"Of your complexion.",1238,18712
631240,930,"She is not worth thee, then. What years, i' faith?",840,18712
631241,931,"About your years, my lord.",1238,18712
631242,932,"Too old by heaven: let still the woman take
An elder than herself: so wears she to him,
So sways she level in her husband's heart:
For, boy, however we do praise ourselves,
Our fancies are more giddy and unfirm,
More longing, wavering, sooner lost and worn,
Than women's are.",840,18712
631243,939,"I think it well, my lord.",1238,18712
631244,940,"Then let thy love be younger than thyself,
Or thy affection cannot hold the bent;
For women are as roses, whose fair flower
Being once display'd, doth fall that very hour.",840,18712
631245,944,"And so they are: alas, that they are so;
To die, even when they to perfection grow!",1238,18712
631246,946,"[Re-enter CURIO and Clown]",1261,18712
631247,947,"O, fellow, come, the song we had last night.
Mark it, Cesario, it is old and plain;
The spinsters and the knitters in the sun
And the free maids that weave their thread with bones
Do use to chant it: it is silly sooth,
And dallies with the innocence of love,
Like the old age.",840,18712
631248,954,"Are you ready, sir?",401,18712
631249,955,"Ay; prithee, sing.
[Music]
SONG.",840,18712
631250,958,"Come away, come away, death,
And in sad cypress let me be laid;
Fly away, fly away breath;
I am slain by a fair cruel maid.
My shroud of white, stuck all with yew,
O, prepare it!
My part of death, no one so true
Did share it.
Not a flower, not a flower sweet
On my black coffin let there be strown;
Not a friend, not a friend greet
My poor corpse, where my bones shall be thrown:
A thousand thousand sighs to save,
Lay me, O, where
Sad true lover never find my grave,
To weep there!",401,18712
631251,974,"There's for thy pains.",840,18712
631252,975,"No pains, sir: I take pleasure in singing, sir.",401,18712
631253,976,"I'll pay thy pleasure then.",840,18712
631254,977,"Truly, sir, and pleasure will be paid, one time or another.",401,18712
631255,978,"Give me now leave to leave thee.",840,18712
631256,979,"Now, the melancholy god protect thee; and the
tailor make thy doublet of changeable taffeta, for
thy mind is a very opal. I would have men of such
constancy put to sea, that their business might be
every thing and their intent every where; for that's
it that always makes a good voyage of nothing. Farewell.",401,18712
631257,985,[Exit],1261,18712
631258,986,"Let all the rest give place.
[CURIO and Attendants retire]
Once more, Cesario,
Get thee to yond same sovereign cruelty:
Tell her, my love, more noble than the world,
Prizes not quantity of dirty lands;
The parts that fortune hath bestow'd upon her,
Tell her, I hold as giddily as fortune;
But 'tis that miracle and queen of gems
That nature pranks her in attracts my soul.",840,18712
631259,996,"But if she cannot love you, sir?",1238,18712
631260,997,"I cannot be so answer'd.",840,18712
631261,998,"Sooth, but you must.
Say that some lady, as perhaps there is,
Hath for your love a great a pang of heart
As you have for Olivia: you cannot love her;
You tell her so; must she not then be answer'd?",1238,18712
631262,1003,"There is no woman's sides
Can bide the beating of so strong a passion
As love doth give my heart; no woman's heart
So big, to hold so much; they lack retention
Alas, their love may be call'd appetite,
No motion of the liver, but the palate,
That suffer surfeit, cloyment and revolt;
But mine is all as hungry as the sea,
And can digest as much: make no compare
Between that love a woman can bear me
And that I owe Olivia.",840,18712
631263,1014,"Ay, but I know--",1238,18712
631264,1015,"What dost thou know?",840,18712
631265,1016,"Too well what love women to men may owe:
In faith, they are as true of heart as we.
My father had a daughter loved a man,
As it might be, perhaps, were I a woman,
I should your lordship.",1238,18712
631266,1021,"And what's her history?",840,18712
631267,1022,"A blank, my lord. She never told her love,
But let concealment, like a worm i' the bud,
Feed on her damask cheek: she pined in thought,
And with a green and yellow melancholy
She sat like patience on a monument,
Smiling at grief. Was not this love indeed?
We men may say more, swear more: but indeed
Our shows are more than will; for still we prove
Much in our vows, but little in our love.",1238,18712
631268,1031,"But died thy sister of her love, my boy?",840,18712
631269,1032,"I am all the daughters of my father's house,
And all the brothers too: and yet I know not.
Sir, shall I to this lady?",1238,18712
631270,1035,"Ay, that's the theme.
To her in haste; give her this jewel; say,
My love can give no place, bide no denay.",840,18712
631271,1038,[Exeunt],1261,18712
631272,1040,"[Enter SIR TOBY BELCH, SIR ANDREW, and FABIAN]",1261,18713
631273,1041,"Come thy ways, Signior Fabian.",159,18713
631274,1042,"Nay, I'll come: if I lose a scruple of this sport,
let me be boiled to death with melancholy.",391,18713
631275,1044,"Wouldst thou not be glad to have the niggardly
rascally sheep-biter come by some notable shame?",159,18713
631276,1046,"I would exult, man: you know, he brought me out o'
favour with my lady about a bear-baiting here.",391,18713
631277,1048,"To anger him we'll have the bear again; and we will
fool him black and blue: shall we not, Sir Andrew?",159,18713
631278,1050,"An we do not, it is pity of our lives.",60,18713
631279,1051,"Here comes the little villain.
[Enter MARIA]
How now, my metal of India!",159,18713
631280,1054,"Get ye all three into the box-tree: Malvolio's
coming down this walk: he has been yonder i' the
sun practising behavior to his own shadow this half
hour: observe him, for the love of mockery; for I
know this letter will make a contemplative idiot of
him. Close, in the name of jesting! Lie thou there,
[Throws down a letter]
for here comes the trout that must be caught with tickling.",738,18713
631281,1062,[Exit],1261,18713
631282,1063,"[Enter MALVOLIO]",1261,18713
631283,1064,"'Tis but fortune; all is fortune. Maria once told
me she did affect me: and I have heard herself come
thus near, that, should she fancy, it should be one
of my complexion. Besides, she uses me with a more
exalted respect than any one else that follows her.
What should I think on't?",728,18713
631284,1070,"Here's an overweening rogue!",159,18713
631285,1071,"O, peace! Contemplation makes a rare turkey-cock
of him: how he jets under his advanced plumes!",391,18713
631286,1073,"'Slight, I could so beat the rogue!",60,18713
631287,1074,"Peace, I say.",159,18713
631288,1075,"To be Count Malvolio!",728,18713
631289,1076,"Ah, rogue!",159,18713
631290,1077,"Pistol him, pistol him.",60,18713
631291,1078,"Peace, peace!",159,18713
631292,1079,"There is example for't; the lady of the Strachy
married the yeoman of the wardrobe.",728,18713
631293,1081,"Fie on him, Jezebel!",60,18713
631294,1082,"O, peace! now he's deeply in: look how
imagination blows him.",391,18713
631295,1084,"Having been three months married to her, sitting in
my state,--",728,18713
631296,1086,"O, for a stone-bow, to hit him in the eye!",159,18713
631297,1087,"Calling my officers about me, in my branched velvet
gown; having come from a day-bed, where I have left
Olivia sleeping,--",728,18713
631298,1090,"Fire and brimstone!",159,18713
631299,1091,"O, peace, peace!",391,18713
631300,1092,"And then to have the humour of state; and after a
demure travel of regard, telling them I know my
place as I would they should do theirs, to for my
kinsman Toby,--",728,18713
631301,1096,"Bolts and shackles!",159,18713
631302,1097,"O peace, peace, peace! now, now.",391,18713
631303,1098,"Seven of my people, with an obedient start, make
out for him: I frown the while; and perchance wind
up watch, or play with my--some rich jewel. Toby
approaches; courtesies there to me,--",728,18713
631304,1102,"Shall this fellow live?",159,18713
631305,1103,"Though our silence be drawn from us with cars, yet peace.",391,18713
631306,1104,"I extend my hand to him thus, quenching my familiar
smile with an austere regard of control,--",728,18713
631307,1106,"And does not Toby take you a blow o' the lips then?",159,18713
631308,1107,"Saying, 'Cousin Toby, my fortunes having cast me on
your niece give me this prerogative of speech,'--",728,18713
631309,1109,"What, what?",159,18713
631310,1110,"'You must amend your drunkenness.'",728,18713
631311,1111,"Out, scab!",159,18713
631312,1112,"Nay, patience, or we break the sinews of our plot.",391,18713
631313,1113,"'Besides, you waste the treasure of your time with
a foolish knight,'--",728,18713
631314,1115,"That's me, I warrant you.",60,18713
631315,1116,"'One Sir Andrew,'--",728,18713
631316,1117,"I knew 'twas I; for many do call me fool.",60,18713
631317,1118,"What employment have we here?",728,18713
631318,1119,"[Taking up the letter]",1261,18713
631319,1120,"Now is the woodcock near the gin.",391,18713
631320,1121,"O, peace! and the spirit of humour intimate reading
aloud to him!",159,18713
631321,1123,"By my life, this is my lady's hand these be her
very C's, her U's and her T's and thus makes she her
great P's. It is, in contempt of question, her hand.",728,18713
631322,1126,"Her C's, her U's and her T's: why that?",60,18713
631323,1127,"[Reads] 'To the unknown beloved, this, and my good
wishes:'--her very phrases! By your leave, wax.
Soft! and the impressure her Lucrece, with which she
uses to seal: 'tis my lady. To whom should this be?",728,18713
631324,1131,"This wins him, liver and all.",391,18713
631325,1132,"[Reads]
Jove knows I love: But who?
Lips, do not move;
No man must know.
'No man must know.' What follows? the numbers
altered! 'No man must know:' if this should be
thee, Malvolio?",728,18713
631326,1139,"Marry, hang thee, brock!",159,18713
631327,1140,"[Reads]
I may command where I adore;
But silence, like a Lucrece knife,
With bloodless stroke my heart doth gore:
M, O, A, I, doth sway my life.",728,18713
631328,1145,"A fustian riddle!",391,18713
631329,1146,"Excellent wench, say I.",159,18713
631330,1147,"'M, O, A, I, doth sway my life.' Nay, but first, let
me see, let me see, let me see.",728,18713
631331,1149,"What dish o' poison has she dressed him!",391,18713
631332,1150,"And with what wing the staniel cheques at it!",159,18713
631333,1151,"'I may command where I adore.' Why, she may command
me: I serve her; she is my lady. Why, this is
evident to any formal capacity; there is no
obstruction in this: and the end,--what should
that alphabetical position portend? If I could make
that resemble something in me,--Softly! M, O, A,
I,--",728,18713
631334,1158,"O, ay, make up that: he is now at a cold scent.",159,18713
631335,1159,"Sowter will cry upon't for all this, though it be as
rank as a fox.",391,18713
631336,1161,"M,--Malvolio; M,--why, that begins my name.",728,18713
631337,1162,"Did not I say he would work it out? the cur is
excellent at faults.",391,18713
631338,1164,"M,--but then there is no consonancy in the sequel;
that suffers under probation A should follow but O does.",728,18713
631339,1166,"And O shall end, I hope.",391,18713
631340,1167,"Ay, or I'll cudgel him, and make him cry O!",159,18713
631341,1168,"And then I comes behind.",728,18713
631342,1169,"Ay, an you had any eye behind you, you might see
more detraction at your heels than fortunes before
you.",391,18713
631343,1172,"M, O, A, I; this simulation is not as the former: and
yet, to crush this a little, it would bow to me, for
every one of these letters are in my name. Soft!
here follows prose.
[Reads]
'If this fall into thy hand, revolve. In my stars I
am above thee; but be not afraid of greatness: some
are born great, some achieve greatness, and some
have greatness thrust upon 'em. Thy Fates open
their hands; let thy blood and spirit embrace them;
and, to inure thyself to what thou art like to be,
cast thy humble slough and appear fresh. Be
opposite with a kinsman, surly with servants; let
thy tongue tang arguments of state; put thyself into
the trick of singularity: she thus advises thee
that sighs for thee. Remember who commended thy
yellow stockings, and wished to see thee ever
cross-gartered: I say, remember. Go to, thou art
made, if thou desirest to be so; if not, let me see
thee a steward still, the fellow of servants, and
not worthy to touch Fortune's fingers. Farewell.
She that would alter services with thee,
THE FORTUNATE-UNHAPPY.'
Daylight and champaign discovers not more: this is
open. I will be proud, I will read politic authors,
I will baffle Sir Toby, I will wash off gross
acquaintance, I will be point-devise the very man.
I do not now fool myself, to let imagination jade
me; for every reason excites to this, that my lady
loves me. She did commend my yellow stockings of
late, she did praise my leg being cross-gartered;
and in this she manifests herself to my love, and
with a kind of injunction drives me to these habits
of her liking. I thank my stars I am happy. I will
be strange, stout, in yellow stockings, and
cross-gartered, even with the swiftness of putting
on. Jove and my stars be praised! Here is yet a
postscript.
[Reads]
'Thou canst not choose but know who I am. If thou
entertainest my love, let it appear in thy smiling;
thy smiles become thee well; therefore in my
presence still smile, dear my sweet, I prithee.'
Jove, I thank thee: I will smile; I will do
everything that thou wilt have me.",728,18713
631344,1217,[Exit],1261,18713
631345,1218,"I will not give my part of this sport for a pension
of thousands to be paid from the Sophy.",391,18713
631346,1220,"I could marry this wench for this device.",159,18713
631347,1221,"So could I too.",60,18713
631348,1222,"And ask no other dowry with her but such another jest.",159,18713
631349,1223,"Nor I neither.",60,18713
631350,1224,"Here comes my noble gull-catcher.",391,18713
631351,1225,"[Re-enter MARIA]",1261,18713
631352,1226,"Wilt thou set thy foot o' my neck?",159,18713
631353,1227,"Or o' mine either?",60,18713
631354,1228,"Shall I play my freedom at traytrip, and become thy
bond-slave?",159,18713
631355,1230,"I' faith, or I either?",60,18713
631356,1231,"Why, thou hast put him in such a dream, that when
the image of it leaves him he must run mad.",159,18713
631357,1233,"Nay, but say true; does it work upon him?",738,18713
631358,1234,"Like aqua-vitae with a midwife.",159,18713
631359,1235,"If you will then see the fruits of the sport, mark
his first approach before my lady: he will come to
her in yellow stockings, and 'tis a colour she
abhors, and cross-gartered, a fashion she detests;
and he will smile upon her, which will now be so
unsuitable to her disposition, being addicted to a
melancholy as she is, that it cannot but turn him
into a notable contempt. If you will see it, follow
me.",738,18713
631360,1244,"To the gates of Tartar, thou most excellent devil of wit!",159,18713
631361,1245,"I'll make one too.",60,18713
631362,1246,[Exeunt],1261,18713
631363,1249,"[Enter VIOLA, and Clown with a tabour]",1261,18714
631364,1250,"Save thee, friend, and thy music: dost thou live by
thy tabour?",1238,18714
631365,1252,"No, sir, I live by the church.",401,18714
631366,1253,"Art thou a churchman?",1238,18714
631367,1254,"No such matter, sir: I do live by the church; for
I do live at my house, and my house doth stand by
the church.",401,18714
631368,1257,"So thou mayst say, the king lies by a beggar, if a
beggar dwell near him; or, the church stands by thy
tabour, if thy tabour stand by the church.",1238,18714
631369,1260,"You have said, sir. To see this age! A sentence is
but a cheveril glove to a good wit: how quickly the
wrong side may be turned outward!",401,18714
631370,1263,"Nay, that's certain; they that dally nicely with
words may quickly make them wanton.",1238,18714
631371,1265,"I would, therefore, my sister had had no name, sir.",401,18714
631372,1266,"Why, man?",1238,18714
631373,1267,"Why, sir, her name's a word; and to dally with that
word might make my sister wanton. But indeed words
are very rascals since bonds disgraced them.",401,18714
631374,1270,"Thy reason, man?",1238,18714
631375,1271,"Troth, sir, I can yield you none without words; and
words are grown so false, I am loath to prove
reason with them.",401,18714
631376,1274,"I warrant thou art a merry fellow and carest for nothing.",1238,18714
631377,1275,"Not so, sir, I do care for something; but in my
conscience, sir, I do not care for you: if that be
to care for nothing, sir, I would it would make you invisible.",401,18714
631378,1278,"Art not thou the Lady Olivia's fool?",1238,18714
631379,1279,"No, indeed, sir; the Lady Olivia has no folly: she
will keep no fool, sir, till she be married; and
fools are as like husbands as pilchards are to
herrings; the husband's the bigger: I am indeed not
her fool, but her corrupter of words.",401,18714
631380,1284,"I saw thee late at the Count Orsino's.",1238,18714
631381,1285,"Foolery, sir, does walk about the orb like the sun,
it shines every where. I would be sorry, sir, but
the fool should be as oft with your master as with
my mistress: I think I saw your wisdom there.",401,18714
631382,1289,"Nay, an thou pass upon me, I'll no more with thee.
Hold, there's expenses for thee.",1238,18714
631383,1291,"Now Jove, in his next commodity of hair, send thee a beard!",401,18714
631384,1292,"By my troth, I'll tell thee, I am almost sick for
one;
[Aside]
though I would not have it grow on my chin. Is thy
lady within?",1238,18714
631385,1297,"Would not a pair of these have bred, sir?",401,18714
631386,1298,"Yes, being kept together and put to use.",1238,18714
631387,1299,"I would play Lord Pandarus of Phrygia, sir, to bring
a Cressida to this Troilus.",401,18714
631388,1301,"I understand you, sir; 'tis well begged.",1238,18714
631389,1302,"The matter, I hope, is not great, sir, begging but
a beggar: Cressida was a beggar. My lady is
within, sir. I will construe to them whence you
come; who you are and what you would are out of my
welkin, I might say 'element,' but the word is over-worn.",401,18714
631390,1307,[Exit],1261,18714
631391,1308,"This fellow is wise enough to play the fool;
And to do that well craves a kind of wit:
He must observe their mood on whom he jests,
The quality of persons, and the time,
And, like the haggard, cheque at every feather
That comes before his eye. This is a practise
As full of labour as a wise man's art
For folly that he wisely shows is fit;
But wise men, folly-fall'n, quite taint their wit.",1238,18714
631392,1317,"[Enter SIR TOBY BELCH, and SIR ANDREW]",1261,18714
631393,1318,"Save you, gentleman.",159,18714
631394,1319,"And you, sir.",1238,18714
631395,1320,"Dieu vous garde, monsieur.",60,18714
631396,1321,"Et vous aussi; votre serviteur.",1238,18714
631397,1322,"I hope, sir, you are; and I am yours.",60,18714
631398,1323,"Will you encounter the house? my niece is desirous
you should enter, if your trade be to her.",159,18714
631399,1325,"I am bound to your niece, sir; I mean, she is the
list of my voyage.",1238,18714
631400,1327,"Taste your legs, sir; put them to motion.",159,18714
631401,1328,"My legs do better understand me, sir, than I
understand what you mean by bidding me taste my legs.",1238,18714
631402,1330,"I mean, to go, sir, to enter.",159,18714
631403,1331,"I will answer you with gait and entrance. But we
are prevented.
[Enter OLIVIA and MARIA]
Most excellent accomplished lady, the heavens rain
odours on you!",1238,18714
631404,1336,"That youth's a rare courtier: 'Rain odours;' well.",60,18714
631405,1337,"My matter hath no voice, to your own most pregnant
and vouchsafed ear.",1238,18714
631406,1339,"'Odours,' 'pregnant' and 'vouchsafed:' I'll get 'em
all three all ready.",60,18714
631407,1341,"Let the garden door be shut, and leave me to my hearing.
[Exeunt SIR TOBY BELCH, SIR ANDREW, and MARIA]
Give me your hand, sir.",836,18714
631408,1344,"My duty, madam, and most humble service.",1238,18714
631409,1345,"What is your name?",836,18714
631410,1346,"Cesario is your servant's name, fair princess.",1238,18714
631411,1347,"My servant, sir! 'Twas never merry world
Since lowly feigning was call'd compliment:
You're servant to the Count Orsino, youth.",836,18714
631412,1350,"And he is yours, and his must needs be yours:
Your servant's servant is your servant, madam.",1238,18714
631413,1352,"For him, I think not on him: for his thoughts,
Would they were blanks, rather than fill'd with me!",836,18714
631414,1354,"Madam, I come to whet your gentle thoughts
On his behalf.",1238,18714
631415,1356,"O, by your leave, I pray you,
I bade you never speak again of him:
But, would you undertake another suit,
I had rather hear you to solicit that
Than music from the spheres.",836,18714
631416,1361,"Dear lady,--",1238,18714
631417,1362,"Give me leave, beseech you. I did send,
After the last enchantment you did here,
A ring in chase of you: so did I abuse
Myself, my servant and, I fear me, you:
Under your hard construction must I sit,To force that on you, in a shameful cunning,
Which you knew none of yours: what might you think?
Have you not set mine honour at the stake
And baited it with all the unmuzzled thoughts
That tyrannous heart can think? To one of your receiving
Enough is shown: a cypress, not a bosom,
Hideth my heart. So, let me hear you speak.",836,18714
631418,1373,"I pity you.",1238,18714
631419,1374,"That's a degree to love.",836,18714
631420,1375,"No, not a grize; for 'tis a vulgar proof,
That very oft we pity enemies.",1238,18714
631421,1377,"Why, then, methinks 'tis time to smile again.
O, world, how apt the poor are to be proud!
If one should be a prey, how much the better
To fall before the lion than the wolf!
[Clock strikes]
The clock upbraids me with the waste of time.
Be not afraid, good youth, I will not have you:
And yet, when wit and youth is come to harvest,
Your were is alike to reap a proper man:
There lies your way, due west.",836,18714
631422,1387,"Then westward-ho! Grace and good disposition
Attend your ladyship!
You'll nothing, madam, to my lord by me?",1238,18714
631423,1390,"Stay:
I prithee, tell me what thou thinkest of me.",836,18714
631424,1392,"That you do think you are not what you are.",1238,18714
631425,1393,"If I think so, I think the same of you.",836,18714
631426,1394,"Then think you right: I am not what I am.",1238,18714
631427,1395,"I would you were as I would have you be!",836,18714
631428,1396,"Would it be better, madam, than I am?
I wish it might, for now I am your fool.",1238,18714
631429,1398,"O, what a deal of scorn looks beautiful
In the contempt and anger of his lip!
A murderous guilt shows not itself more soon
Than love that would seem hid: love's night is noon.
Cesario, by the roses of the spring,
By maidhood, honour, truth and every thing,
I love thee so, that, maugre all thy pride,
Nor wit nor reason can my passion hide.
Do not extort thy reasons from this clause,
For that I woo, thou therefore hast no cause,
But rather reason thus with reason fetter,
Love sought is good, but given unsought better.",836,18714
631430,1410,"By innocence I swear, and by my youth
I have one heart, one bosom and one truth,
And that no woman has; nor never none
Shall mistress be of it, save I alone.
And so adieu, good madam: never more
Will I my master's tears to you deplore.",1238,18714
631431,1416,"Yet come again; for thou perhaps mayst move
That heart, which now abhors, to like his love.",836,18714
631432,1418,[Exeunt],1261,18714
